5.2342664724644483E-5,5.433097007759703E-5,341.8002104767584
0,7.999999999999987E-5,341.8002105711577
0,0,341.80020971184865
7.99999999997234E-5,0,341.80021057121286
5.9812347173546214E-5,1.2067482402202849E-4,341.8002121546046
0,1.5999999999999974E-4,341.80021315349813
1.5999999999972525E-4,0,341.80021315352474
1.2190097644995282E-4,7.098002636595681E-5,341.8002123935375
6.23172890197654E-5,1.996731933886662E-4,341.8002156167429
0,2.3999999999999963E-4,341.8002174719734
2.0254544504629384E-4,6.460985505586226E-5,341.8002158137383
2.399999999997271E-4,0,341.8002174720711
1.2231315856265536E-4,1.5906473810503656E-4,341.8002151683996
1.7948896784255285E-4,1.233441369062923E-4,341.80021614724274
6.38303110772943E-5,2.795263418336934E-4,341.8002208378414
0,3.1999999999999954E-4,341.8002235483188
2.816536467863348E-4,6.489089304956866E-5,341.800221020042
3.19999999999729E-4,0,341.8002235484677
1.2794794588380046E-4,2.3877317539666566E-4,341.8002197036612
2.4487566287269475E-4,1.2939273599395958E-4,341.8002201613967
1.998772251014636E-4,1.9700622761099654E-4,341.8002204958019
6.404628846660294E-5,3.594992145823828E-4,341.8002278201231
0,3.999999999999994E-4,341.8002314129367
3.6081091734588684E-4,6.50378282084502E-5,341.80022796892405
3.999999999997308E-4,0,341.8002314131474
1.278194292221663E-4,3.190907178892113E-4,341.80022586415356
3.226458385642439E-4,1.3029881592988653E-4,341.80022627326133
1.9140928704934848E-4,2.7836921169048685E-4,341.8002254352777
2.839366272694113E-4,1.963654676005688E-4,341.8002261517303
2.5075417356765575E-4,2.533983679284438E-4,341.8002273257536
6.420281658074389E-5,4.3960541458085584E-4,341.80023662976015
0,4.7999999999999925E-4,341.8002411048099
4.404878967639126E-4,6.49669520701655E-5,341.80023675286316
4.7999999999973265E-4,0,341.8002411051063
1.281737372185626E-4,3.990947126610821E-4,341.80023383724557
4.018898354080299E-4,1.3016675628967455E-4,341.8002342280915
1.9150830007070313E-4,3.592831210674434E-4,341.8002326901006
3.630546532873871E-4,1.959327913451996E-4,341.80023333297913
2.55653603071378E-4,3.20439341945401E-4,341.8002332066701
3.224122102230229E-4,2.721638667949267E-4,341.8002346801998
6.442838102084782E-5,5.197042305444422E-4,341.80024730185454
0,5.599999999999991E-4,341.80025267142327
5.20314931807513E-4,6.486441293666469E-5,341.80024740022515
5.599999999997345E-4,0,341.8002526718219
1.2856849277845004E-4,4.793343296972293E-4,341.80024369967373
4.808940554986509E-4,1.29803937743167E-4,341.8002439620888
1.9205929472796622E-4,4.391339323236759E-4,341.80024174993224
4.4344565098809773E-4,1.949602124411784E-4,341.8002424697629
2.539344491347971E-4,3.995708098948037E-4,341.8002413074501
4.075327573545587E-4,2.608693730740399E-4,341.80024279576133
3.1759283213351536E-4,3.579661465859319E-4,341.8002422539642
3.837988939689197E-4,3.3438741499104056E-4,341.8002467994274
6.461738435161502E-5,5.998291745455269E-4,341.80025989170605
0,6.39999999999999E-4,341.8002661686548
6.001190727983708E-4,6.480253173617992E-5,341.8002599455128
6.399999999997364E-4,0,341.80026616917286
1.2890867411221826E-4,5.596294313295597E-4,341.8002554850819
5.604054655358562E-4,1.2961570737455547E-4,341.8002556403985
1.9290537536698337E-4,5.195376235950897E-4,341.8002528206743
5.211047331111307E-4,1.9432986081593684E-4,341.8002531481659
2.5647064061221504E-4,4.799037363438138E-4,341.80025181221885
4.868768889661271E-4,2.586540960614552E-4,341.8002529858413
3.1938548326201243E-4,4.421121493231907E-4,341.8002525074476
4.5581346642166394E-4,3.2295631275815905E-4,341.8002547306208
3.830487689836873E-4,4.1042423439197333E-4,341.8002554854714
4.3276302416388743E-4,3.7756252015828826E-4,341.8002577503253
6.472851479125817E-5,6.799255431883932E-4,341.8002744501832
0,7.199999999999989E-4,341.8002816606415
6.799999999997372E-4,6.477870020307697E-5,341.80027446648086
7.199999999997382E-4,0,341.80028166130455
1.2925768697844041E-4,6.397583062991719E-4,341.80026921764244
6.399999999997362E-4,1.2955740040615382E-4,341.8002692769317
1.9341923322503047E-4,5.997309465266745E-4,341.8002658266433
5.999999999997355E-4,1.9433610060923059E-4,341.80026593784714
2.5715632900985525E-4,5.601209448809479E-4,341.8002641654944
5.629091161398196E-4,2.585938909287471E-4,341.8002647595211
3.208036803913801E-4,5.211959838484167E-4,341.80026417939365
5.289750658805613E-4,3.2220655525821626E-4,341.80026557684954
3.845081472754619E-4,4.839909146970073E-4,341.8002659505493
4.949585154130513E-4,3.8405823604701966E-4,341.80026758043635
4.5386917937929834E-4,4.4710388748652727E-4,341.80027001731554
6.476284036630705E-5,7.599738238427486E-4,341.8002910394118
0,7.999999999999986E-4,341.80029921962097
7.599999999997392E-4,6.477870020307694E-5,341.8002910463462
7.9999999999974E-4,0,341.8002992204579
1.294434627336373E-4,7.198580373888843E-4,341.8002849713312
7.199999999997382E-4,1.2955740040615377E-4,341.8002850076175
1.9390039487850088E-4,6.797296752290997E-4,341.80028083783105
6.8000323312414E-4,1.943357600547063E-4,341.8002809257653
2.57849478046109E-4,6.399146406566102E-4,341.8002785100285
6.406770362224559E-4,2.5901129148175515E-4,341.80027876929074
3.2127971726980724E-4,6.005677490290025E-4,341.8002778553619
6.040875369181206E-4,3.227227523268646E-4,341.8002786777051
3.842592533944594E-4,5.61672401911097E-4,341.80027874588944
5.692469547794606E-4,3.8625521363349014E-4,341.80028038074266
4.4528910429961574E-4,5.23011741705499E-4,341.8002808101158
5.349183421953443E-4,4.492803424664143E-4,341.8002835060729
5.016665108380699E-4,5.015610225582845E-4,341.80028629365216
6.477072799016968E-5,8.399875576584136E-4,341.80030973685274
0,8.799999999999985E-4,341.80031892573044
8.39999999999741E-4,6.477870020307688E-5,341.80030974109053
8.799999999997419E-4,0,341.8003189267686
1.2951029544978725E-4,7.999274522366061E-4,341.8003028188432
7.999999999997402E-4,1.2955740040615377E-4,341.80030283944467
1.9415216320198356E-4,7.597812322726726E-4,341.8002979519652
7.599999999997392E-4,1.9433610060923059E-4,341.8002980172286
2.5845418091455073E-4,7.19738750098813E-4,341.8002949742633
7.201762547476446E-4,2.5907201264622706E-4,341.80029513511084
3.221776740213569E-4,6.800084848346448E-4,341.8002937306989
6.815710107578955E-4,3.234321451646819E-4,341.80029422134334
3.8528877290633736E-4,6.405778040719409E-4,341.80029405535475
6.448352381851956E-4,3.873859737803233E-4,341.8002952446952
4.471899660565744E-4,6.014490831367629E-4,341.8002957189065
6.095062592335587E-4,4.519234510573272E-4,341.80029813688685
5.056005650595089E-4,5.647354100413058E-4,341.8002985805038
5.718814071349685E-4,5.2255625436922E-4,341.800303149009
6.477424990493975E-5,9.199930543589049E-4,341.80033063205224
0,9.599999999999984E-4,341.80034086676613
9.19999999999743E-4,6.477870020307687E-5,341.8003306352512
9.599999999997437E-4,0,341.80034086803636
1.295350884115076E-4,8.79965176594504E-4,341.80032284301274
8.799999999997418E-4,1.2955740040615374E-4,341.80032285458975
1.9424688043867915E-4,8.398730554423447E-4,341.80031725356656
8.39999999999741E-4,1.943361006092306E-4,341.8003172946508
2.5882475977815576E-4,7.997212378000446E-4,341.8003136547329
7.999999999997402E-4,2.5911480081230743E-4,341.80031375713367
3.229679649835016E-4,7.597123302751655E-4,341.80031187792594
7.602877125170112E-4,3.2378646270272537E-4,341.8003121286208
